train_loss,train_acc,val_loss,val_acc,val_macro_f1,learning_rate,epoch
1.5322666554035487,16.293629168288568,3.6198669785780533,2.0760347735824576,0.03025988528762789,1.2e-05,1
0.9939332669021183,41.35201764629558,2.5587502334622427,59.309718437783836,0.4220531653836518,1.8e-05,2
0.812901957339271,61.08407940833009,2.2269141223915385,78.7465940054496,0.5497518305795812,2.4e-05,3
0.7636810705622202,66.86129492669002,2.1109327582402844,83.63825094070326,0.6173514569661726,3e-05,4
0.7392307827828831,68.9113792656027,2.112237787345633,83.9885818087453,0.6049825331639466,3e-05,5
0.7082634827902703,71.57778642792267,2.15372215044449,81.52329051511613,0.6059494074989331,2.9977391080638727e-05,6
0.6891972291982768,72.55417153237316,2.087109738365743,84.84494615284807,0.6169320777791776,2.990963482782865e-05,7
0.6633489285576393,74.17282989490074,2.0383738170520895,88.0108991825613,0.6529516330976027,2.9796942537522325e-05,8
0.6706556361245911,74.03983391721812,2.0820372292609632,85.76618658362527,0.6339013020393595,2.9639665637430665e-05,9
0.6473556667009824,75.86609575710393,2.0751798098512704,87.32321266381211,0.6540838617463074,2.9438294591105624e-05,10
0.6377075815349199,77.34527053328144,2.0489634992670718,88.40015570260802,0.6549414532678727,2.9193457368443476e-05,11
0.6409025410522564,77.83184118333982,2.085596851293477,86.59660049305826,0.6638748311981784,2.8905917487378543e-05,12
0.6172363624687759,79.07097443882185,2.0738094300649967,87.8811470092124,0.6490178878180092,2.8576571632874152e-05,13
0.6175759697170673,77.47826651096406,1.991322413519705,91.55313351498637,0.7049224241974599,2.8206446860636023e-05,14
0.6346259722447494,77.62099390164785,2.075476968931459,87.81627092253795,0.6602932716302689,2.7796697394268175e-05,15
0.6085370068759097,79.39859867652783,2.0013612338121503,90.5799922148696,0.6892796314413628,2.734860102585936e-05,16
0.5991793709239029,79.88516932658622,1.9952453315505347,91.29362916828858,0.7029249790535632,2.6863555131224677e-05,17
0.5965451520724663,81.01725703905541,2.022499052073451,90.54106656286493,0.6882311735571159,2.6343072312228716e-05,18
0.5898774840185009,80.18035552095498,2.0518357343198845,89.65875178409239,0.6780177104829413,2.5788775679779554e-05,19
0.5881089510944869,80.45283508498767,2.003822474064174,91.31957960295836,0.6823187533802233,2.5202393792203446e-05,20
0.608406439006205,80.34578954197482,2.031603618528833,90.07395873880887,0.6790397016028599,2.4585755264784676e-05,21
0.5834725775844823,80.53717399766447,1.9966675374517797,92.37057220708446,0.7023041003670154,2.3940783067280697e-05,22
0.5771202068636774,82.02608018684313,2.0191505845651587,91.03412482159077,0.7060901798283842,2.326948852719545e-05,23
0.585208159527467,81.18593486440898,2.0348323039494116,90.46321525885558,0.6872440040102483,2.2573965057511625e-05,24
0.5968660284683912,79.73595432723498,1.9946788767066734,92.13701829505644,0.7227180505901606,2.1856381628441622e-05,25
0.5979013287489345,81.11132736473336,1.9767567025675319,92.92850655248475,0.7296140777259784,2.1118976003555495e-05,26
0.5641651964317467,82.93758920461917,2.0077598958094587,91.60503438432593,0.705980031203148,2.03640477613787e-05,27
0.5811721025753566,81.71143116647204,1.9926946220061592,92.35759698974958,0.7385517666038288,1.959395112422171e-05,28
0.5749312141655144,82.70727909692488,2.015267592495408,91.6569352536655,0.7093476597383519,1.881108761660451e-05,29
0.5838916366031061,81.34488127676138,2.0030985138228323,91.99429090437265,0.7186640092317388,1.801789857617049e-05,30
0.5714907676939895,81.68223692746854,2.0116140357686274,91.3844556896328,0.7120791863707615,1.7216857540444266e-05,31
0.5713579522376239,82.91163876994939,2.0013607201239876,92.04619177371221,0.7107769449008627,1.6410462533175047e-05,32
0.556243918913405,85.24717789022966,2.007331984666373,92.00726612170754,0.7142712206209794,1.560122827432044e-05,33
0.569577430711124,83.19060594264954,1.9904938496000044,93.42156481121059,0.7283874774235156,1.4791678337963606e-05,34
0.5749828256357508,82.87595692227845,1.9883635076249784,92.95445698715453,0.7371047574482451,1.3984337282619028e-05,35
0.5609378051399195,84.14428441676398,2.011121842376424,91.16387699493967,0.7146900052376542,1.3181722778468395e-05,36
0.5614158217775871,83.8458544180615,1.983467731485723,93.07123394316855,0.7356370297688929,1.2386337756077584e-05,37
0.5683842890613802,83.1127546386402,1.9987442997975964,92.50032438043337,0.7189559003149225,1.1600662601078649e-05,38
